paper_id,title,field,value,status,page,manual_decision,rationale,snippet
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,task,pocket-conditioned ligand generation,supported,3,accept,Accepted as a main task or own method/component after manual review.,"design. However, deep-learning methods lacking physical/chemical prior guidance may be less accurate and generalizable. In PocketFlow, we aim to design prior-guided pocket generative models. 3 Preliminaries 3.1 Notations and Problem Formulation Not Bind Residue type Atom position Cα R C N R C N Cα Cα R C N Protein Cα position Residue type: Lysine N Frame orientation Cα C N Interact"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,task,protein-ligand interaction-guided molecule generation,supported,3,accept,Accepted as a main task or own method/component after manual review.,"design. However, deep-learning methods lacking physical/chemical prior guidance may be less accurate and generalizable. In PocketFlow, we aim to design prior-guided pocket generative models. 3 Preliminaries 3.1 Notations and Problem Formulation Not Bind Residue type Atom position Cα R C N R C N Cα Cα R C N Protein Cα position Residue type: Lysine N Frame orientation Cα C N Interaction Type … t = 0 Initialized pocket"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,models_or_methods,self-conditioning,supported,18,accept,Accepted as a main task or own method/component after manual review.,"ue indices and timestep while edge embeddings additionally get relative sequence distances. Initial embeddings at layer 0 for residues i, j are obtained with an MLP and sinusoidal embeddings ϕ(·) [79] over the features. Following [86], we additionally include self-conditioning of predicted Cα displacements. Let ˜x be the Cα coordinates predicted during self-conditioning. 50% of the time we set ˜x = 0. The binned displacement of two Cα is given as, dispij = Nbins X k=1 1{˜xi −˜xj < dk}, (14) where d1, . . . , dNbins are linspace(0,"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",task,pocket-conditioned molecule design,supported,3,accept,Accepted as a main task or own method/component after manual review.,"and Conditional Ligand Generation Table 1: Feature comparison of SPINDR with commonly used datasets. Overview of the additional features provided by the SPINDR dataset compared to datasets commonly used for training generative models for structure-based drug design (SBDD) and docking tasks. Checkmarks (✓) indicate presence, crosses (✗) indicate absence of each feature. Dataset Crystal Structure Energy-Minimised Explicit Protein-Ligand Complexes Conformations Hydrogens Interactions CROSSDOCKED ✗ ✗ ✗ ✗ PDBBIND ✓ ✗ ✗"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,fragment-based ligand generation,supported,1,accept,Accepted as a main task or own method/component after manual review.,"FLOWR – FLOW MATCHING FOR STRUCTURE-AWARE De Novo, INTERACTION- AND FRAGMENT-BASED LIGAND GENERATION Julian Cremer1,∗,†, Ross Irwin2,3,∗,†, Alessandro Tibo2, Jon Paul Janet2, Simon Olsson3, Djork-Arn´e Clevert1 1Machine Learning & Computational Sciences, Pfizer Worldwide R&D, Berlin, Germany 2Molecular AI, Discovery Sciences, R&D, AstraZeneca, Gothenburg, Sw"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,equivariant flow matching,supported,17,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","Machine Learning Research, pages 8867–8887. PMLR, 17–23 Jul 2022. URL https://proceedings.mlr. press/v162/hoogeboom22a.html. Ross Irwin, Alessandro Tibo, Jon Paul Janet, and Simon Olsson. Semlaflow – efficient 3d molecular generation with latent attention and equivariant flow matching, 2024. URL https://arxiv.org/abs/2406.07266. Harry C Jubb, Alicia P Higueruelo, Bernardo Ochoa-Monta˜no, Will R Pitt, David B Ascher, and Tom L Blundell. Arpeggio: A web server for calculating and visualising interatomic interactions in protein structures. J"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,self-conditioning,supported,16,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","ve flows on discrete state-spaces: Enabling multimodal flows with applications to protein co-design, 2024. URL https://arxiv. org/abs/2402.04997. Ting Chen, Ruixiang ZHANG, and Geoffrey Hinton. Analog bits: Generating discrete data using diffusion models with self-conditioning. In The Eleventh International Conference on Learning Representations, 2023. URL https://openreview.net/forum?id=3itjR9QxFw. Julian Cremer and Ross Irwin. FLOWR (v1.0), 2025a. URL https://doi.org/10.5281/zenodo.18668261. Julian Cremer and Ross Irwin. SPINDR ("
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,PoseBusters,supported,1,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","NDR, a curated dataset comprising ligand-pocket co-crystal complexes specifically de- signed to address existing data quality issues. Empirical evaluations demonstrate that FLOWR surpasses current state-of-the-art diffusion- and flow-based methods in terms of PoseBusters-validity, pose accuracy, and interaction recovery, while offering an inference speedup, achieving up to 70-fold faster performance. In addition, we introduce FLOWR.MULTI, a highly accurate multi-purpose model allowing for the targeted sampling of ligands that"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,PLINDER,supported,2,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","such data to internalize biased, flawed, and unrealistic distributions of ligand-pocket interactions. To address these critical issues, we introduce SPINDR, a high-quality benchmark dataset specifically developed for SBDD, derived from the recently presented PLINDER dataset Durairaj et al. [2024]. In constructing SPINDR, we implemented an extensive filtering and structural refinement pipeline designed to correct structural defects prevalent in existing datasets Wang et al. [2024], accurately infer protonation states, ato"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,task,physical validity assessment for generated ligand poses,supported,3,accept,Accepted as a main task or own method/component after manual review.,"h spaces for DiﬀDock, Deep- Dock, EquiBind, and TankBind but larger than default search spaces for AutoDock Vina, Gold, and Uni-Mol such that they are more comparable with the blind docking methods. ESI Fig. S1† shows the search spaces for one example protein–ligand complex. We show results for Uni-Mol across a range of binding site de- nitions starting from their preferred denition of all residues with an atom within 6 Å of a heavy atom of the crystal ligand. Under this tight pocket denition Uni-Mol performs bet"
paper_022,TANKBind: Trigonometry-Aware Neural Networks for Drug-Protein Binding Structure Prediction,models_or_methods,EquiBind,supported,3,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","een previously obtained by experimental or docking approaches Jiménez et al. [2018], Lim et al. [2019], Morrone et al. [2020]. The former ones are less interpretable while the latter requires data involved in vast experimental costs and labour. More recently, EquiBind Stärk et al. [2022] takes a new approach by directly predicting the key points on both the protein and the compound, and aligning their key points through the ingeniously designed optimal transport loss. However, this method may generate compound structures c"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,task,https://doi.org/10.1038/s41467-024-45461-2.,weak,13,reject,"PDF metadata or parsing noise, not a scientific task.","r indirectly for Galixir Technologies. S.Z. was a former employee of Galixir Tech- nologies. The remaining authors declare no competing interests. Additional information Supplementary information The online version contains supplementary material available at https://doi.org/10.1038/s41467-024-45461-2. Correspondence and requests for materials should be addressed to Wei Lu, Jixian Zhang or Shuangjia Zheng. Peer review information Nature Communications thanks the anon- ymous reviewers for their contribution to the peer review of this work. A peer review ﬁle"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,models_or_methods,DiffDock,supported,4,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","in the absence of an ideal selection model, our method considerably outperforms DiffDock and the top force ﬁeld-based method, GLIDE. Due to the variability in the number of samples produced by Glide, often because of its ﬁltering scheme eliminating unrealistic con- formations, Glide’s best performance is represented using a ﬂat line. This line re"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,task,Nature,supported,3,reject,"PDF metadata or parsing noise, not a scientific task.","Nature | Vol 630 | 13 June 2024 | 495 The diffusion module (Fig. 2b and Supplementary Methods 3.7) oper- ates directly on raw atom coordinates, and on a coarse abstract token representation, without rotational frames or any equivariant process- ing. We had observed"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,task,Vol 630,supported,3,reject,"PDF metadata or parsing noise, not a scientific task.","Nature | Vol 630 | 13 June 2024 | 495 The diffusion module (Fig. 2b and Supplementary Methods 3.7) oper- ates directly on raw atom coordinates, and on a coarse abstract token representation, without rotational frames or any equivariant process- ing. We had observed in AF2 tha"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,task,13 June 2024,supported,3,reject,"PDF metadata or parsing noise, not a scientific task.","Nature | Vol 630 | 13 June 2024 | 495 The diffusion module (Fig. 2b and Supplementary Methods 3.7) oper- ates directly on raw atom coordinates, and on a coarse abstract token representation, without rotational frames or any equivariant process- ing. We had observed in AF2 that removing most"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,models_or_methods,confidence head,supported,4,accept,Accepted as a main task or own method/component after manual review.,"ructure prediction generation during training (using a larger step size than normal; Fig. 2c (mini-rollout)). This pre- dicted structure is then used to permute the symmetric ground-truth chains and ligands, and to compute the performance metrics to train the confidence head. The confidence head uses the pairwise representa- tion to predict a modified local distance difference test (pLDDT) and a predicted aligned error (PAE) matrix as in AF2, as well as a distance error matrix (PDE), which is the error in the distance matrix of t"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,models_or_methods,PoseBusters,supported,2,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","n together with the input representation are passed to the new diffusion module (Fig. 2b) that replaces the structure module of AF2. a b c AF3 2019 cut-off n = 428 AutoDock Vina n = 428 RoseTTAFold All-Atom n = 427 0 20 40 60 80 100 Success (%) *** ** Ligands PoseBusters set PDB protein–RNA n = 25 PDB protein–dsDNA n = 38 CASP15 RNA n = 8 ** *** Nucleic acids AF3 RoseTTAFold2NA AIchemy_RNA2 (has human input) Bonded ligands n = 66 Glycosylation n = 28 Modifed residues Covalent modifcations All protein–protein n = 1,064 Protein"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,models_or_methods,pLDDT,supported,4,reject,"Baseline, related-work method, dataset/benchmark name, metric, or insufficient own-method evidence.","structure is then used to permute the symmetric ground-truth chains and ligands, and to compute the performance metrics to train the confidence head. The confidence head uses the pairwise representa- tion to predict a modified local distance difference test (pLDDT) and a predicted aligned error (PAE) matrix as in AF2, as well as a distance error matrix (PDE), which is the error in the distance matrix of the predicted structure as compared to the true structure (details are provided in Supplementary Methods 4.3). Figure"
