paper_id,title,field,value,status,page,decision,reason,snippet
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",models_or_methods,EquiBind,supported,4,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,Published as a conference paper at ICLR 2023 TANKBind Crystal EquiBind DiffDock samples DiffDock top-1 Figure 2: “DIFFDOCK top-1” refers to the sample with the highest conﬁdence. “DIFFDOCK sam- ples” to the other diffusion model samples. Left: Visual diagram of the advantage of generative models over regression models. Given unc
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,steric clashes,supported,4,add,Supported metric value absent from the original gold row.,"n the protein (aleatoric uncer- tainty), EquiBind places the molecule in the center while DIFFDOCK is able to sample all the true poses. Right: even in the absence of strong aleatoric uncertainty, the epistemic uncertainty causes EquiBind’s prediction to have steric clashes and TANKBind’s to have many self-intersections. However, the objective of maximizing the proportion of predictions with RMSD within some toler- ance ϵ is not differentiable and cannot be used for training with stochastic gradient descent. Instead, maximizing"
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,pocket RMSD,supported,29,add,Supported metric value absent from the original gold row.,Published as a conference paper at ICLR 2023 < 0.5 Å 0.5 Å < d < 1.5 Å > 1.5 Å Backbone pocket RMSD 0 10 20 30 40 Fraction with RMSD < 2Å DiffDock PDB DiffDock ESMFold GNINA PDB GNINA ESMFold Figure 10: Relationship between the ESMFold and docking accuracy. The test set complexes on PDBBind are divided into three similar-sized groups based on the RMSD of th
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,GPU memory,supported,29,add,Supported metric value absent from the original gold row.,"the more likely it is that it will ﬁnd a pose that it is conﬁdent about and, therefore, the higher the performance. The runtime of DIFFDOCK on GPU scales sublinearly until the different samples ﬁt in parallel in the model (depends on the protein size and the GPU memory) and approximately linearly 29"
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,mean RMSD,supported,19,add,Supported metric value absent from the original gold row.,"have an RMSD that is less than 2 ˚A. We choose 2 ˚A since much prior work considers poses with an RMSD less that 2 ˚A as “good” or successful [Alhossary et al., 2015; Hassan et al., 2017; McNutt et al., 2021]. This is a chemically relevant metric, unlike the mean RMSD as detailed in Section 3 since for further down- stream analyses such as determining function changes, a prediction is only useful below a certain RMSD error threshold. Less relevant metrics such as the mean RMSD are provided in Appendix F. D.2 APO-STRUCTURE"
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,runtime,supported,1,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"etts Institute of Technology ABSTRACT Predicting the binding structure of a small molecule ligand to a protein—a task known as molecular docking—is critical to drug design. Recent deep learning methods that treat docking as a regression problem have decreased runtime com- pared to traditional search-based methods but have yet to offer substantial im- provements in accuracy. We instead frame molecular docking as a generative modeling problem and develop DIFFDOCK, a diffusion generative model over the non-Euclidean manifold"
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,pLDDT,supported,4,add,Supported metric value absent from the original gold row.,"EquiBind’s predictions) and self-intersections in EquiBind’s and TANKBind’s predictions (Figures 4 and 12). We found no intersections in DIFFDOCK’s predictions. Visualizations and quantitative evidence of these phenomena are in Appendix F.1. 3For example, the pLDDT conﬁdence score of AlphaFold2 [Jumper et al., 2021] has had a very signiﬁcant impact in many applications [Necci et al., 2021; Bennett et al., 2022]. 4"
paper_008,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",metrics,Dice,supported,10,add,Supported metric value absent from the original gold row.,"nnian score-based generative modeling. arXiv preprint arXiv:2202.02763, 2022. Mario Geiger and Tess Smidt. e3nn: Euclidean neural networks. arXiv preprint arXiv:2207.09453, 2022. Mario Geiger, Tess Smidt, Alby M., Benjamin Kurt Miller, Wouter Boomsma, Bradley Dice, Kos- tiantyn Lapchevskyi, Maurice Weiler, Michał Tyszkiewicz, Simon Batzner, Martin Uhrin, Jes Frellsen, Nuri Jung, Sophia Sanborn, Josh Rackers, and Michael Bailey. Euclidean neural net- works: e3nn, 2020. Thomas A Halgren, Robert B Murphy, Richard A Friesn"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,task,simulation-free generative modeling on SE(3),supported,1,review,Task labels are interpretive and should be curated manually.,"ity, 2Mila, 3Dreamfold, 4Université de Montréal, 5University of Oxford ABSTRACT The computational design of novel protein structures has the potential to impact numerous scientific disciplines greatly. Toward this goal, we introduce FOLDFLOW a series of novel generative models of increasing modeling power based on the flow-matching paradigm over 3D rigid motions—i.e. the group SE(3)—enabling accurate modeling of protein backbones. We first introduce FOLDFLOW-BASE a simulation-free approach to learning deterministic"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,models_or_methods,harmonic self-conditioned flow matching,supported,15,review,Method evidence does not clearly say it is the paper's proposed method.,"yn A Hooper, et al. Computational design of trimeric influenza-neutralizing proteins targeting the hemagglutinin receptor binding site. Nature biotechnology, 35(7):667–671, 2017. (Cited on page 1) Hannes Stärk, Bowen Jing, Regina Barzilay, and Tommi Jaakkola. Harmonic self-conditioned flow matching for multi-ligand docking and binding site design, 2023. (Cited on page 27) Alexander Tong, Jessie Huang, Guy Wolf, David van Dijk, and Smita Krishnaswamy. TrajectoryNet: A dynamic optimal transport network for modeling cellular dynamics. International Confere"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,models_or_methods,continuous normalizing flow,supported,2,add,Supported method/component with proposed-method context.,"ally expensive steps like simulating a Stochastic Differential Equation (SDE) during training or using the Riemannian divergence in the objective (Huang et al., 2022; Leach et al., 2022; Ben-Hamu et al., 2022). Our approach. We introduce FOLDFLOW, a family of continuous normalizing flows (CNFs) tailored for distributions on SE(3) N (fig. 1). We use the framework of Conditional Flow Matching (CFM), a simulation-free approach to learning CNFs by directly regressing time-dependent vector fields that generate probability paths (Lipman et al., 20"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,models_or_methods,Invariant Point Attention,supported,6,add,Supported method/component with proposed-method context.,"0 to improve performance. Architecture. Following by Anand & Achim (2022); Yim et al. (2023b) (FrameDiff) we use the structure module of AF2 to model wθ. This begins with a time-dependent node and edge embeddings Nθ(t, xt) and Eθ(t, xt), followed by layers of invariant point attention. We use a small MLP head on top of the node embeddings to predict the torsion angle of the oxygen φ as ˆφ = MLP(Nθ(t, xt)). Full Loss. Our FOLDFLOW models are trained to optimize a flow-matching loss on SO(3) and R3 for each residue i ∈[N] in the backbone. Th"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,models_or_methods,equivariant flow matching,supported,13,review,Method evidence does not clearly say it is the paper's proposed method.,"Published as a conference paper at ICLR 2024 Leon Klein, Andreas Krämer, and Frank Noé. Equivariant flow matching. arXiv preprint arXiv:2306.15030, 2023. (Cited on page 9) Jonas Köhler, Leon Klein, and Frank Noé. Equivariant flows: exact likelihood generative learning for symmetric densities. In International conference on machine learning, pp. 5361–5370. PMLR, 2020. (Ci"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,models_or_methods,conditional flow matching,supported,2,add,Supported method/component with proposed-method context.,"iemannian divergence in the objective (Huang et al., 2022; Leach et al., 2022; Ben-Hamu et al., 2022). Our approach. We introduce FOLDFLOW, a family of continuous normalizing flows (CNFs) tailored for distributions on SE(3) N (fig. 1). We use the framework of Conditional Flow Matching (CFM), a simulation-free approach to learning CNFs by directly regressing time-dependent vector fields that generate probability paths (Lipman et al., 2022; Tong et al., 2023b). In particular, we introduce three new CFM-based models that learn SE(3) N-invaria"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,models_or_methods,Riemannian flow matching,supported,2,add,Supported method/component with proposed-method context.,"3b), our FOLDFLOW is able to start from an informative prior. This enables new applications of generative models for protein design such as equilibrium conformation generation (Zheng et al., 2023). Main contributions. Our first model FOLDFLOW-BASE extends the Riemannian flow matching approach (Chen & Lipman, 2023) by introducing a closed-form expression of the ground truth condi- tional vector field for SO(3) needed in the loss computation—thus greatly increasing speed and stabil- ity of training. Next, in FOLDFLOW-OT, we accelerate the t"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,metrics,self-consistency,supported,7,add,Supported metric value absent from the original gold row.,"vs. 10 GPU days). We also note that Genie is trained on a larger dataset (195k vs. 22k), which hinders rigorous comparisons with FOLDFLOW. Next, we analyze the performance of FOLDFLOW on each metric in detail. Designability. We measure designability using the self-consistency metric with ProteinMPNN (Dau- paras et al., 2022) and ESMFold (Lin et al., 2022), counting the fraction of proteins that refold (Cα- RMSD (scRMSD) < 2.0Å and mean scRMSD) over 50 proteins at lengths {100, 150, 200, 250, 300}. 7"
paper_009,SE(3) Stochastic Flow Matching for Protein Backbone Generation / FoldFlow,metrics,connectedness,supported,21,add,Supported metric value absent from the original gold row.,". We do so by noting that SE(3) N 0 can be written as N −1 copies of SE(3) where the R3 component is mean subtracted—i.e. sc = s −1/N PN i=1 si, and the final Nth element in the product is the mean, 1/N PN i=1 si. Certainly, the first N −1 components satisfy connectedness, and completeness, and are manifolds that are smooth without boundary. Furthermore, the disintegration of measures on SE(3) N 0 (Proposition 3.5 (Yim et al., 2023b)) allows us to define a measure ¯µ proportional to R3 for the final component Nth component. Th"
paper_010,FrameFlow: Fast Protein Backbone Generation with SE(3) Flow Matching,task,protein structure generation,supported,6,review,Task labels are interpretive and should be curated manually.,"arzilay, and Tommi Jaakkola. Diffusion probabilistic modeling of protein backbones in 3d for the motif-scaffolding problem. arXiv preprint arXiv:2206.04119, 2022. [2] Kevin Eric Wu, Kevin K Yang, Rianne van den Berg, James Zou, Alex Xijie Lu, and Ava P Amini. Protein structure generation via folding diffusion. 2022. 7GENIE reports 0.85 designability using the scTM > 0.5 criterion. We are able to replicate this finding, but designability in terms of scRMSD is significantly lower. 6"
paper_010,FrameFlow: Fast Protein Backbone Generation with SE(3) Flow Matching,task,SE(3)-equivariant flow matching for proteins,supported,3,review,Task labels are interpretive and should be curated manually.,"Flow matching on SE(3). We now describe the application of FM to protein backbone generation. The backbone atom positions of each residue in a protein backbone are parameterized by a rigid transformation T ∈SE(3) (see Jumper et al. [12], Yim et al. [3]). Each f"
paper_010,FrameFlow: Fast Protein Backbone Generation with SE(3) Flow Matching,models_or_methods,equivariant flow matching,supported,7,review,Method evidence does not clearly say it is the paper's proposed method.,"-conditioning. International Conference on Learning Representations, 2023. [16] Dmitry I Nikolayev and Tatjana I Savyolov. Normal distribution on the rotation group SO(3). Textures and Microstructures, 29, 1970. [17] Leon Klein, Andreas Krämer, and Frank Noé. Equivariant flow matching. arXiv preprint arXiv:2306.15030, 2023. [18] Neta Shaul, Ricky TQ Chen, Maximilian Nickel, Matthew Le, and Yaron Lipman. On kinetic optimal probability paths for generative models. In International Conference on Machine Learning, pages 30883–30907. PMLR, 2023"
paper_010,FrameFlow: Fast Protein Backbone Generation with SE(3) Flow Matching,models_or_methods,conditional flow matching,supported,2,review,Method evidence does not clearly say it is the paper's proposed method.,"), x ∼pt(x|x1) and ∥·∥2 g is the norm induced by the Riemannian metric g. This loss can be reparameterized by defining the conditional flow, xt = ψt(x0|x1), where ψt is the solution to d dtψt(x) = ut (ψt (x0|x1) |x1) with initial condition ψ0(x0|x1) = x0. The conditional flow matching loss can then be written as: LCFM = Et,p1(x1),p0(x0) h ∥vt(xt) −˙xt∥2 g i . (2) Once trained, samples can be generated by simulating eq. (1) using the learned vector field vt. 2"
paper_010,FrameFlow: Fast Protein Backbone Generation with SE(3) Flow Matching,models_or_methods,Riemannian flow matching,supported,7,review,Method evidence does not clearly say it is the paper's proposed method.,"n with rfdiffusion. Nature, pages 1–3, 2023. [5] Yaron Lipman, Ricky TQ Chen, Heli Ben-Hamu, Maximilian Nickel, and Matt Le. Flow matching for generative modeling. International Conference on Learning Representations, 2023. [6] Ricky TQ Chen and Yaron Lipman. Riemannian flow matching on general geometries. arXiv preprint arXiv:2302.03660, 2023. [7] Aram-Alexandre Pooladian, Heli Ben-Hamu, Carles Domingo-Enrich, Brandon Amos, Yaron Lipman, and Ricky Chen. Multisample flow matching: Straightening flows with minibatch couplings. arXiv prepri"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,models_or_methods,PoseBusters,supported,4,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"have shown that the time-split of PDBbind is more practical and critical over artificial splits such as ligand scaffolds or protein sequence/structure similarity for the model generalization in drug repurposing, lead optimization, and virtual screening. 3.1.2 Posebusters test set The PoseBusters test set47 is a meticulously curated collection of crystal complexes sourced from the PDB62. This set encom- passes a diverse array of high-caliber, recent protein-ligand com- plexes characterized by drug-like molecules. With 428 dist"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,models_or_methods,TANKBind,supported,6,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"dence model or scoring function, are analyzed. DiffBindFR- Smina and DiffBindFR-MDN significantly outperform other deep learning-based pocket docking methods (Fig. 3.(A)), including KarmaDock with RDKit48 ligand conformation alignment (Kar- maDock Align) and TankBind with predefined pocket (TankBind- Pocket). This highlights the advantage of our full-atom based model. Even when compared to the traditional rigid receptor docking methods AutoDock Vina and Glide, with the experimen- tally determined side chain conformations"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,models_or_methods,DiffDock,supported,2,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"eep learning38 models such as EquiBind39, LigPose40, E3Bind41, Uni-Mol42, and KarmaDock43 iteratively predict the three-dimensional coordinates of ligands directly around the whole protein (blind docking) or predefined pocket. Recent SOTA blind docking method DiffDock44, based on the diffusion generative modelling45, employed the SE(3) equivariant neural network46 to denoise the rotation, translation, and bond torsion of ligand, and then rank poses by additional confidence model. However, these existing deep learning-based"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,metrics,PoseBusters pass rate / physical validity,supported,7,add,Supported metric value absent from the original gold row.,"PB-Valid RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid Fig. 4 Comparison of DiffBindFR with other method boosted by force field optimization in Posebusters test set. The left column (A) shows the performance of methods without energy minimization, and the right one (B) shows the performance of methods with energy minimization. The lightest color represents the failure rate for docking, the moderate col"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,metrics,success rate,supported,1,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"ciency, strive to determine the optimal and complementary bind- ing conformation. When known complex structures are available, and ligand molecules are removed and then re-docked into the native Holo pockets, rigid receptor docking often achieves impres- sive success rate20. However, in real-world docking tasks without knowing the binding conformation in advance, ligand induced pocket conformational changes may produce wrong docking re- sults21. Virtual screening and rational design on the unbound (Apo) or computationally mode"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,metrics,pocket RMSD,supported,10,add,Supported metric value absent from the original gold row.,"PDB ID 6WH4, where the target protein is the human 5-HT2A sero- tonin receptor, which is associated with the actions mediated by psychedelics74, and the ligand is methiothepin. Following align- ment of the binding sites, the AF2-predicted structure displays a pocket RMSD of 0.65 Å when compared to the crystal struc- ture. In the AF2 structure, the side chain of the D155 residue has VdW (Van der Waals) clash (pair distance is 1.5 Å ) with the ligand, leading to the failure of docking attempts by Glide and Vina. Although KarmaD"
paper_011,DiffBindFR: An SE(3) Equivariant Network for Flexible Protein-Ligand Docking,metrics,PB-valid,supported,7,add,Supported metric value absent from the original gold row.,iffBindFR−MDN DiffBindFR−Smina 0% 25% 50% 75% 100% Fraction of Complexes Blind Docking A. B. Without energy minimization With energy minimization AI Docking Traditional Docking (Redock) Traditional Docking (Repack) RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid RMSD > 2Å RMSD ≤ 2Å & PB-Invalid RMSD ≤ 2Å & PB-Valid Fig. 4 Comparison of DiffBindFR with other method boosted by force field optimization in Posebust
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,task,functional protein design,supported,2,review,Task labels are interpretive and should be curated manually.,"Published in Transactions on Machine Learning Research (07/2024) Abstract Protein design often begins with the knowledge of a desired function from a motif which motif-scaffolding aims to construct a functional protein around. Recently, generative models have achieved breakthrough success in designing scaffolds for a range of motifs."
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,datasets,Structural Antibody Database,supported,11,add,Supported dataset or benchmark value absent from the original gold row.,"onditional diffusion modelling with applications in motif scaffolding for protein design. arXiv preprint arXiv:2312.09236, 2023. James Dunbar, Konrad Krawczyk, Jinwoo Leem, Terry Baker, Angelika Fuchs, Guy Georges, Jiye Shi, and Charlotte M Deane. Sabdab: the structural antibody database. Nucleic acids research, 42(D1):D1140– D1146, 2014. Alex Herbert and MJE Sternberg. MaxCluster: a tool for protein structure comparison and clustering. 2008. Jonathan Ho and Tim Salimans. Classifier-free diffusion guidance. arXiv preprint arXiv:2207.12598, 20"
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,models_or_methods,equivariant flow matching,supported,12,add,Supported method/component with proposed-method context.,"ded and geometrical features. Biopolymers: Original Research on Biomolecules, 22(12): 2577–2637, 1983. Diederik P Kingma and Jimmy Ba. Adam: A method for stochastic optimization. arXiv preprint arXiv:1412.6980, 2014. Leon Klein, Andreas Krämer, and Frank Noé. Equivariant flow matching. arXiv preprint arXiv:2306.15030, 2023. Jonas Köhler, Leon Klein, and Frank Noé. Equivariant flows: exact likelihood generative learning for symmetric densities. In International conference on machine learning, pp. 5361–5370. PMLR, 2020. Yaron Lipman, Ricky T"
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,models_or_methods,Riemannian flow matching,supported,3,add,Supported method/component with proposed-method context.,"ential equation (ODE) over a learned vector field. Recently, flow matching has been extended to Riemannian manifolds (Chen & Lipman, 2023), which we rely on to model protein backbones via the local frame SE(3) representation. Sec. 2.1 gives an introduction to Riemannian flow matching. Sec. 2.2 then describes how SE(3) flow matching is applied to protein backbones. 2.1 Flow matching on Riemannian manifolds On a manifold M, a CNF ϕt(·) : M →M is defined via an ODE along a time-dependent vector field v(z, t) : M × R →TzM where TzM is the tan"
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,metrics,average pairwise TM-score,supported,20,add,Supported metric value absent from the original gold row.,tion is in having a higher percent of samples passing the motif RMSD threshold compared to the scaffold RMSD. Amortization has better scaffold RMSD but the gap is smaller than motif RMSD. The ECDF curves are roughly the same for both methods. Tab. 3 shows the average pairwise TM-score for all designable scaffolds per motif. We report this for each method where we find our FrameFlow approaches get the lowest average pairwise TM-score in 19 out of 24 motifs. The average pairwise TM-score is meant to complement the cluster criterion for diver
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,metrics,structural clusters,supported,3,add,Supported metric value absent from the original gold row.,"s defined via an ODE along a time-dependent vector field v(z, t) : M × R →TzM where TzM is the tangent space of the manifold at z ∈M and time is t ∈[0, 1]: d dtϕt(z0) = v(ϕt(z0), t), ϕ0(z0) = z0. (1) 3The number of unique scaffolds is defined as the number of structural clusters. See Sec. 5.1 3"
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,metrics,inference time,supported,16,add,Supported metric value absent from the original gold row.,"1 and κ(1) = 0, referred as the interpolation rate 7. Then plugging in a the linear schedule κ(t) = 1 −t, we recover Eq. (17) ut(x|x1) = −d log κ(t) dt logx(x1) = 1 1 −t logx(x1). (26) However, we found this interpolation rate to perform poorly for SO(3) for inference time. Instead, we utilize an exponential scheduler κ(t) = e−ct for some constant c. The intuition being that for high c, the rotations accelerate towards the data faster than the translations which evolve according to the linear schedule. The SO(3) conditional flo"
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,metrics,success rate,supported,9,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"ary structure elements for the same motif. Each scaffold is in a unique cluster to showcase the samples’structural diversity. diversity (Div.) as the number of structurally unique clusters. This is crucial since designability can be manipulated to have a 100% success rate by always sampling the same scaffold with trivial changes. In real world scenarios, diversity is desired to gain the most informative feedback from expensive wet-lab experiments (Yang et al., 2019). Thus diversity provides an additional data point to check fo"
paper_012,Improved Motif-Scaffolding with SE(3) Flow Matching,metrics,novelty,supported,20,add,Supported metric value absent from the original gold row.,". We evaluate the unconditionally trained FrameFlow model by sampling 100 samples from lengths 70, 100, 200, and 300 as done in RFdiffusion. The results are shown in Tab. 2. We find that FrameFlow achieves slightly worse designability while achieving improved novelty. We conclude that FrameFlow is able to achieve strong unconditional backbone generation results that are on par with a current state-of-the-art unconditional diffusion model RFdiffusion. We perform secondary structure analysis of the unconditional samples in"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,task,protein-ligand docking generalization,supported,4,review,Task labels are interpretive and should be curated manually.,"4.3 27.6 3.7 25 DIFFDOCK-S + C.B.† (10) - - - - 24.0 3.8 2.8 To obtain a more sizable test set without retraining the models on a reduced set, we turn to the Bind- ing MOAD dataset [Hu et al., 2005]. Similar to PDBBind, Binding MOAD is a curated collection of protein-ligand complexes from the PDB. However, due to its different filtering and requirements (e.g. no requirement for known affinity), it contains a set of 41k complexes partially disjoint from PDBBind. These come from 525 ECOD clusters, 346 of which are in"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,task,confidence-guided molecular docking,supported,6,review,Task labels are interpretive and should be curated manually.,"Published as a conference paper at ICLR 2024 We introduce CONFIDENCE BOOTSTRAPPING, a training mechanism that refines a diffusion gen- erator based on feedback from a confidence model. The diffusion model is used to “roll out” the reverse diffusion process, generating poses that are then scored with the confidence mod"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,datasets,PoseBusters,supported,18,add,Supported dataset or benchmark value absent from the original gold row.,"ences with our approach: (1) RL is used to optimize the pose at inference time for a specific complex not to train/fine-tune a model (2) the specific methodologies used are very different from the idea of CONFIDENCE BOOTSTRAPPING. E ADDITIONAL EXPERIMENTS E.1 POSEBUSTERS BENCHMARK We report in Table 2 the results of DIFFDOCK-L on the PoseBusters benchmark test set compared to the recent ROSETTAFOLD-ALLATOM [Krishna et al., 2023] and all the methods reported by But- tenschoen et al. [2024]: GOLD [Jones et al., 1997], VINA [For"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,datasets,BindingDB,supported,11,add,Supported dataset or benchmark value absent from the original gold row.,"sta, Maryam Fazel-Zarandi, Tom Sercu, Sal Candido, and Alexander Rives. Language models of protein sequences at the scale of evolution enable accurate structure prediction. arXiv, 2022. Tiqing Liu, Yuhmei Lin, Xin Wen, Robert N Jorissen, and Michael K Gilson. Bindingdb: a web- accessible database of experimentally determined protein–ligand binding affinities. Nucleic acids research, 2007. Zhihai Liu, Minyi Su, Li Han, Jie Liu, Qifan Yang, Yan Li, and Renxiao Wang. Forging the basis for developing protein–ligand interaction"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,datasets,ImageNet,weak,12,review,Only weak lexical evidence was found; human review required.,"se- nach, Woody Ahern, Andrew J Borst, Robert J Ragotte, Lukas F Milles, et al. De novo design of protein structure and function with rfdiffusion. Nature, 2023. Qizhe Xie, Minh-Thang Luong, Eduard Hovy, and Quoc V Le. Self-training with noisy student improves imagenet classification. In Proceedings of the IEEE/CVF conference on computer vision and pattern recognition, 2020. Xin Yi, Yanbo Zhang, Peidan Wang, Jiangwei Qi, Meiying Hu, and Guohua Zhong. Ligands binding and molecular simulation: the potential investigation of a"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,metrics,number of parameters,supported,8,add,Supported metric value absent from the original gold row.,"AD + vdM 30M par. PDBBind % RMSD < 2Å TANKBind DiffDock original PDBBind + BindingMOAD + vdM + inference tuning DiffDock-L Figure 3: Analysis of the scaling laws of DiffDock when measuring its ability to generalize to unseen protein domains. par indicates the number of parameters and the different colors indicate different training sets and augmentations. For the 30M architecture, only one model was trained due to its expensive training cost. Experimental results The results of these experiments, shown in Figure 3, highlight a clear t"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,metrics,diversity,supported,6,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"ion in more detail in Appendix D. Although it adds complexity to the training process, CONFIDENCE BOOTSTRAPPING is particularly well suited for the molecular docking task. Firstly, as discussed in Section 3, the limited amount of training data and its lack of diversity make alternative training methods critical for the success of blind docking. Furthermore, CONFIDENCE BOOTSTRAPPING can leverage information from very large affinity datasets such as BindingDB [Liu et al., 2007]. Exploiting this binding data is largely unexplo"
paper_013,Deep Confident Steps to New Pockets: Strategies for Docking Generalization / DockGen,metrics,runtime,supported,2,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"e recently tried to move beyond the search-based paradigm and directly generate poses with deep learning models. The first attempts [St¨ark et al., 2022; Lu et al., 2022] framed the docking task as a regression problem; this showed significant improvements in runtime but did not reach the accuracy of search-based methods. Corso et al. [2022] proposed 2"
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,task,atom-and-bond generation,supported,1,review,Task labels are interpretive and should be curated manually.,"molecule generation. Flow matching provides flexibility in model design; however, the framework is predicated on the assumption of continuously-valued data. 3D de novo molecule generation requires jointly sampling continuous and categorical variables such as atom position and atom type. We extend the flow matching framework to categorical data by constructing flows that are constrained to exist on a continuous representation of categorical data known as the probability simplex. We call this extension SimplexFlow. W"
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,task,flow matching for molecule generation,supported,2,review,Task labels are interpretive and should be curated manually.,"Figure 1: Overview of FlowMol Top: We adapt the flow matching framework for unconditional 3D molecule generation. An ordinary differential equation parameterized by a graph neural network transforms a prior distribution over atom positions, types, charges, and bond orders to the dis"
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,models_or_methods,harmonic self-conditioned flow matching,supported,12,review,Method evidence does not clearly say it is the paper's proposed method.,"owen Jing, Bonnie Berger, and Tommi Jaakkola. AlphaFold Meets Flow Matching for Generating Protein Ensembles, February 2024. URL http://arxiv.org/abs/2402.04845. arXiv:2402.04845 [cs, q-bio]. [21] Hannes Stärk, Bowen Jing, Regina Barzilay, and Tommi Jaakkola. Harmonic Self-Conditioned Flow Matching for Multi-Ligand Docking and Binding Site Design, March 2024. URL http://arxiv.org/abs/2310.05764. arXiv:2310.05764 [cs]. [22] Han Huang, Leilei Sun, Bowen Du, and Weifeng Lv. Learning Joint 2D & 3D Diffusion Models for Complete Molecule Generation, June 2023"
